transaction_id,customer_id,amount,currency,transaction_date,product_id
t1330,cust173,347.5,USD,25/08/2025,p552
t1332,cust141,293.85,USD,24/08/2025,p474
t1333,cust426,287.48,USD,06/08/2025,p686
t1334,cust071,455.14,USD,12/09/2025,p602
t1335,cust278,406.38,USD,23/08/2025,p737
t1336,cust154,367.12,USD,19/08/2025,p483
t1337,cust381,106.88,USD,05/09/2025,p636
t1338,cust425,189.27,USD,26/08/2025,p236
t1339,cust262,80.24,USD,26/08/2025,p832
t1340,cust054,113.88,USD,25/08/2025,p838
t1341,cust355,419.91,USD,15/09/2025,p238
t1342,cust411,87.95,USD,17/09/2025,p215
t1343,cust413,34.43,USD,24/08/2025,p325
t1344,cust087,54.33,USD,31/08/2025,p432
t1345,cust431,213.81,USD,09/09/2025,p592
t1346,cust298,215.98,USD,18/08/2025,p648
t1347,cust046,72.99,USD,13/08/2025,p294
t1348,cust419,336.04,USD,02/08/2025,p702
t1350,cust163,435.06,USD,19/08/2025,p340
t1351,cust457,194.17,USD,17/09/2025,p442
t1352,cust190,369.23,USD,06/08/2025,p241
t1353,cust042,469.13,USD,04/09/2025,p386
t1354,cust020,92.32,USD,17/08/2025,p477
t1355,cust306,241.79,USD,13/08/2025,p731
t1356,cust153,121.56,USD,14/09/2025,p562
t1357,cust466,368.2,USD,20/08/2025,p758
t1358,cust159,419.69,USD,16/08/2025,p409
t1359,cust221,415.74,USD,11/09/2025,p512
t1361,cust290,117.37,USD,25/08/2025,p308
t1362,cust354,164.37,USD,23/08/2025,p410
t1363,cust231,418.74,USD,23/08/2025,p418
t1364,cust259,83.32,USD,17/08/2025,p429
t1365,cust020,358.16,USD,22/09/2025,p878
t1367,cust007,259.74,USD,11/08/2025,p222
t1368,cust148,95.34,USD,04/08/2025,p708
t1369,cust207,450.81,USD,03/08/2025,p784
t1370,cust118,177.33,USD,03/08/2025,p513
t1371,cust303,115.37,USD,06/09/2025,p671
t1373,cust473,278.6,USD,21/08/2025,p537
t1374,cust393,485.7,USD,09/08/2025,p740
t1375,cust082,55.33,USD,13/08/2025,p892
t1376,cust140,2.31,USD,23/09/2025,p606
t1377,cust464,384.92,USD,29/08/2025,p355
t1378,cust397,367.98,USD,07/09/2025,p273
t1379,cust106,27.65,USD,12/09/2025,p854
t1380,cust126,12.04,USD,25/08/2025,p628
t1381,cust103,222.24,USD,05/08/2025,p503
t1384,cust208,1010.84,USD,06/08/2025,p607
t1385,cust385,208.56,USD,04/08/2025,p628
t1386,cust438,71.28,USD,03/09/2025,p440
t1388,cust245,330.89,USD,15/09/2025,p330
t1389,cust476,326.18,USD,01/08/2025,p826
t1390,cust111,357.79,USD,09/08/2025,p715
t1392,cust481,78.74,USD,15/09/2025,p685
t1393,cust312,481.85,USD,09/08/2025,p208
t1394,cust397,186.53,USD,03/09/2025,p149
t1395,cust385,226.21,USD,01/08/2025,p113
t1396,cust121,87.08,USD,24/08/2025,p500
t1397,cust023,96.18,USD,19/08/2025,p564
t1398,cust139,247.26,USD,24/08/2025,p410
t1399,cust359,101.14,USD,15/08/2025,p445
t1400,cust398,368.34,USD,06/09/2025,p642
t1401,cust467,470.15,USD,30/08/2025,p473
t1402,cust454,16.89,USD,06/08/2025,p637
t1403,cust010,10.98,USD,06/08/2025,p355
t1404,cust473,257.0,USD,10/09/2025,p785
t1405,cust266,59.77,USD,31/08/2025,p195
t1406,cust141,226.34,USD,01/09/2025,p887
t1407,cust134,434.39,USD,03/08/2025,p101
t1408,cust388,428.18,USD,01/09/2025,p836
t1409,cust400,279.3,USD,30/08/2025,p407
t1410,cust493,192.47,USD,22/08/2025,p755
t1412,cust054,92.97,USD,15/09/2025,p834
t1413,cust380,35.15,USD,30/08/2025,p233
t1414,cust036,461.93,USD,08/08/2025,p551
t1416,cust134,193.11,USD,24/09/2025,p415
t1418,cust186,67.78,USD,18/09/2025,p798
t1419,cust457,358.06,USD,16/08/2025,p458
t1420,cust153,412.41,USD,22/09/2025,p737
t1422,cust103,887.14,USD,02/08/2025,p777
t1423,cust417,264.19,USD,08/08/2025,p189
t1424,cust331,82.27,USD,07/09/2025,p308
t1425,cust275,283.71,USD,24/08/2025,p437
t1426,cust284,237.23,USD,14/09/2025,p703
t1427,cust481,175.66,USD,15/09/2025,p897
t1428,cust360,54.35,USD,10/09/2025,p131
t1430,cust280,498.87,USD,10/08/2025,p615
t1431,cust185,76.82,USD,18/08/2025,p894
t1433,cust352,63.03,USD,13/08/2025,p764
t1434,cust089,482.42,USD,22/08/2025,p405
t1436,cust235,389.49,USD,16/09/2025,p683
t1437,cust449,267.16,USD,14/08/2025,p403
t1438,cust099,443.86,USD,22/08/2025,p412
t1439,cust376,331.63,USD,25/08/2025,p806
t1440,cust362,368.24,USD,05/08/2025,p701
t1441,cust036,37.48,USD,11/08/2025,p892
t1443,cust012,70.05,USD,28/08/2025,p781
t1445,cust185,53.54,USD,31/08/2025,p510
t1446,cust492,400.23,USD,10/08/2025,p836
t1448,cust374,263.22,USD,01/08/2025,p134
t1449,cust059,152.82,USD,10/08/2025,p524
t1450,cust285,257.32,USD,03/08/2025,p786
t1451,cust203,102.62,USD,21/08/2025,p650
t1452,cust164,127.73,USD,10/09/2025,p652
t1453,cust251,365.27,USD,28/08/2025,p793
t1454,cust249,187.39,USD,09/08/2025,p668
t1455,cust278,68.75,USD,22/09/2025,p209
t1456,cust150,783.24,USD,14/08/2025,p478
t1458,cust292,483.23,USD,22/08/2025,p454
t1459,cust089,310.6,USD,17/09/2025,p609
t1460,cust008,340.1,USD,06/08/2025,p718
t1461,cust177,128.86,USD,27/08/2025,p259
t1462,cust028,484.23,USD,01/08/2025,p369
t1464,cust218,342.35,USD,16/08/2025,p566
t1466,cust131,106.97,USD,14/08/2025,p814
t1467,cust339,167.39,USD,04/09/2025,p655
t1469,cust305,493.07,USD,23/09/2025,p802
t1470,cust268,1304.98,USD,02/08/2025,p435
t1471,cust306,402.06,USD,14/08/2025,p102
t1472,cust438,85.68,USD,04/09/2025,p792
t1473,cust361,61.26,USD,04/09/2025,p122
t1474,cust463,337.01,USD,07/09/2025,p228
t1475,cust325,305.51,USD,12/09/2025,p504
t1477,cust500,442.56,USD,19/08/2025,p737
t1478,cust010,147.39,USD,14/09/2025,p242
t1479,cust262,95.6,USD,12/09/2025,p553
t1481,cust052,429.64,USD,27/08/2025,p396
t1482,cust424,484.76,USD,14/08/2025,p660
t1483,cust142,195.48,USD,06/08/2025,p815
t1484,cust023,438.75,USD,01/08/2025,p824
t1485,cust068,298.31,USD,11/09/2025,p855
t1487,cust496,247.03,USD,15/08/2025,p688
t1488,cust120,176.43,USD,07/08/2025,p142
t1489,cust137,1063.32,USD,02/08/2025,p754
t1490,cust194,121.39,USD,16/08/2025,p851
t1491,cust167,343.98,USD,18/09/2025,p367
t1492,cust473,84.32,USD,21/09/2025,p336
t1493,cust370,150.66,USD,27/08/2025,p611
t1494,cust156,226.14,USD,18/08/2025,p360
t1495,cust106,150.3,USD,25/08/2025,p888
t1496,cust244,441.33,USD,11/09/2025,p228
t1497,cust186,99.89,USD,21/09/2025,p573
t1498,cust346,34.05,USD,19/09/2025,p275
t1499,cust352,77.65,USD,10/08/2025,p570
t1500,cust176,311.5,USD,24/08/2025,p577
t1501,cust311,190.88,USD,16/09/2025,p763
t1502,cust036,182.2,USD,12/09/2025,p690
t1505,cust372,409.75,USD,11/09/2025,p610
t1506,cust495,375.34,USD,06/09/2025,p152
t1507,cust102,76.78,USD,11/09/2025,p122
t1509,cust033,402.25,USD,08/09/2025,p883
t1510,cust152,341.18,USD,22/08/2025,p670
t1512,cust161,465.67,USD,20/08/2025,p393
t1513,cust343,48.18,USD,10/09/2025,p150
t1514,cust367,1.9,USD,12/08/2025,p567
t1515,cust180,427.46,USD,17/09/2025,p230
t1516,cust157,490.69,USD,04/09/2025,p147
t1517,cust134,412.76,USD,15/08/2025,p840
t1518,cust247,103.42,USD,16/09/2025,p699
t1520,cust199,16.18,USD,10/08/2025,p434
t1521,cust380,126.89,USD,14/08/2025,p306
t1522,cust158,304.09,USD,11/09/2025,p234
t1524,cust386,219.02,USD,04/09/2025,p792
t1525,cust447,137.36,USD,25/08/2025,p586
t1526,cust083,184.62,USD,18/08/2025,p715
t1527,cust475,292.73,USD,24/09/2025,p491
t1528,cust138,34.6,USD,09/08/2025,p647
t1529,cust464,368.94,USD,22/08/2025,p402
t1530,cust045,354.53,USD,25/08/2025,p261
t1531,cust369,6.16,USD,21/08/2025,p688
t1532,cust067,365.37,USD,24/09/2025,p634
t1533,cust437,260.77,USD,11/09/2025,p589
t1534,cust175,180.25,USD,13/08/2025,p229
t1535,cust155,73.65,USD,05/09/2025,p861
t1536,cust194,467.74,USD,15/08/2025,p652
t1537,cust376,489.61,USD,26/08/2025,p755
t1538,cust357,400.6,USD,16/09/2025,p463
t1539,cust451,239.92,USD,18/08/2025,p775
t1540,cust001,412.49,USD,14/09/2025,p394
t1541,cust430,44.54,USD,28/08/2025,p319
t1542,cust316,103.8,USD,13/09/2025,p476
t1543,cust198,132.5,USD,28/08/2025,p155
t1544,cust139,328.33,USD,07/09/2025,p563
t1546,cust362,127.11,USD,02/08/2025,p198
t1547,cust169,323.1,USD,27/08/2025,p231
t1548,cust443,925.92,USD,02/09/2025,p564
t1549,cust246,272.48,USD,10/09/2025,p471
t1550,cust227,133.96,USD,29/08/2025,p107
t1551,cust043,137.93,USD,13/09/2025,p375
t1552,cust246,118.74,USD,19/08/2025,p828
t1553,cust427,1202.59,USD,27/08/2025,p806
t1554,cust190,310.61,USD,08/08/2025,p872
t1555,cust074,323.97,USD,02/08/2025,p226
t1556,cust354,117.64,USD,10/08/2025,p276
t1558,cust185,32.6,USD,17/09/2025,p479
t1560,cust061,106.32,USD,07/08/2025,p506
t1562,cust489,1115.21,USD,23/09/2025,p478
t1563,cust144,495.68,USD,04/08/2025,p407
t1564,cust053,128.62,USD,05/09/2025,p526
t1565,cust099,224.0,USD,12/09/2025,p900
t1566,cust444,83.91,USD,02/08/2025,p427
t1567,cust081,140.08,USD,08/09/2025,p802
t1568,cust363,479.19,USD,06/09/2025,p150
t1569,cust383,291.83,USD,07/08/2025,p531
t1570,cust151,422.19,USD,31/08/2025,p695
t1571,cust481,409.15,USD,26/08/2025,p505
t1572,cust030,476.29,USD,10/08/2025,p582
t1573,cust351,488.7,USD,14/08/2025,p821
t1574,cust121,292.07,USD,12/09/2025,p899
t1575,cust109,273.74,USD,08/09/2025,p136
t1576,cust121,492.22,USD,21/09/2025,p492
t1577,cust394,321.7,USD,10/08/2025,p894
t1578,cust212,2.76,USD,09/08/2025,p207
t1579,cust487,693.76,USD,21/09/2025,p856
t1580,cust318,283.07,USD,01/08/2025,p201
t1581,cust150,133.09,USD,04/09/2025,p356
t1583,cust348,365.58,USD,21/09/2025,p180
t1585,cust208,310.14,USD,18/09/2025,p224
t1586,cust257,319.06,USD,29/08/2025,p760
t1587,cust277,445.61,USD,24/09/2025,p282
t1588,cust315,328.51,USD,13/08/2025,p217
t1590,cust494,67.71,USD,09/09/2025,p431
t1591,cust175,87.35,USD,07/08/2025,p165
t1592,cust490,45.35,USD,01/08/2025,p121
t1593,cust031,358.26,USD,18/08/2025,p875
t1594,cust355,412.43,USD,02/08/2025,p675
t1595,cust326,66.14,USD,01/09/2025,p406
t1596,cust379,359.33,USD,20/08/2025,p772
t1597,cust415,327.42,USD,18/08/2025,p544
t1598,cust158,91.07,USD,18/08/2025,p109
t1599,cust251,219.83,USD,24/08/2025,p756
t1600,cust054,307.7,USD,09/08/2025,p741
t1601,cust404,1237.08,USD,09/09/2025,p591
t1602,cust128,335.56,USD,21/08/2025,p787
t1603,cust368,217.24,USD,19/08/2025,p272
t1604,cust066,360.76,USD,07/08/2025,p597
t1605,cust145,139.81,USD,09/08/2025,p253
t1606,cust263,253.35,USD,24/08/2025,p399
t1607,cust382,429.84,USD,18/08/2025,p283
t1608,cust372,334.92,USD,21/08/2025,p318
t1609,cust287,24.67,USD,19/09/2025,p241
t1610,cust185,881.74,USD,31/08/2025,p554
t1611,cust218,401.57,USD,18/09/2025,p892
t1612,cust124,167.23,USD,17/08/2025,p330
t1613,cust034,198.99,USD,01/08/2025,p484
t1614,cust316,451.98,USD,14/08/2025,p279
t1615,cust458,353.99,USD,30/08/2025,p625
t1616,cust012,488.25,USD,07/08/2025,p192
t1617,cust244,384.13,USD,04/08/2025,p174
t1618,cust105,101.58,USD,05/09/2025,p448
t1619,cust316,862.11,USD,14/09/2025,p647
t1620,cust326,403.37,USD,10/08/2025,p549
t1621,cust228,474.1,USD,17/08/2025,p137
t1622,cust419,243.91,USD,19/09/2025,p277
t1623,cust426,167.55,USD,21/08/2025,p726
t1624,cust160,189.43,USD,18/09/2025,p118
t1625,cust411,117.43,USD,07/08/2025,p283
t1626,cust449,211.46,USD,01/09/2025,p829
t1627,cust289,43.03,USD,22/08/2025,p398
t1628,cust017,238.08,USD,02/09/2025,p490
t1629,cust024,180.58,USD,06/09/2025,p754
t1630,cust140,162.85,USD,29/08/2025,p233
t1631,cust160,448.11,USD,19/09/2025,p798
t1632,cust338,93.12,USD,06/08/2025,p248
t1633,cust474,249.26,USD,25/08/2025,p694
t1634,cust446,334.13,USD,13/08/2025,p131
t1635,cust361,164.65,USD,12/09/2025,p888
t1636,cust166,373.78,USD,08/09/2025,p347
t1637,cust079,293.48,USD,23/09/2025,p731
t1638,cust130,252.65,USD,17/09/2025,p144
t1641,cust390,90.38,USD,31/08/2025,p830
t1642,cust333,862.15,USD,20/09/2025,p215
t1644,cust105,178.22,USD,14/08/2025,p237
t1645,cust273,25.22,USD,28/08/2025,p118
t1646,cust102,432.1,USD,23/09/2025,p644
t1647,cust420,499.33,USD,11/09/2025,p348
t1648,cust342,258.52,USD,10/08/2025,p648
t1649,cust380,173.24,USD,07/09/2025,p900
t1650,cust233,390.51,USD,16/09/2025,p117
t1652,cust065,191.02,USD,03/08/2025,p373
t1653,cust061,1189.23,USD,11/09/2025,p741
t1654,cust032,224.3,USD,13/09/2025,p126
t1656,cust296,56.33,USD,03/08/2025,p808
t1657,cust353,200.63,USD,05/08/2025,p630
t1658,cust273,187.98,USD,22/09/2025,p221
t1659,cust260,877.91,USD,01/09/2025,p319
t1661,cust132,179.14,USD,19/09/2025,p605
t1662,cust146,322.42,USD,31/08/2025,p669
t1663,cust251,286.76,USD,19/08/2025,p281
t1664,cust047,461.17,USD,11/09/2025,p481
t1665,cust485,217.2,USD,30/08/2025,p680
t1666,cust283,401.11,USD,20/08/2025,p566
t1667,cust080,756.0,USD,09/08/2025,p150
t1668,cust385,1139.4,USD,10/09/2025,p865
t1671,cust063,236.43,USD,07/08/2025,p766
t1672,cust003,448.16,USD,07/09/2025,p560
t1673,cust310,420.73,USD,21/08/2025,p231
t1674,cust398,142.38,USD,24/09/2025,p766
t1675,cust220,132.53,USD,13/08/2025,p641
t1677,cust232,345.86,USD,24/08/2025,p425
t1678,cust490,349.46,USD,18/09/2025,p834
t1679,cust035,460.13,USD,11/08/2025,p365
t1680,cust114,194.3,USD,19/08/2025,p821
t1681,cust382,107.27,USD,18/08/2025,p787
t1682,cust223,56.17,USD,21/09/2025,p422
t1683,cust114,146.55,USD,20/09/2025,p147
t1684,cust144,455.05,USD,22/09/2025,p373
t1686,cust115,49.12,USD,11/08/2025,p204
t1687,cust479,78.48,USD,26/08/2025,p436
t1688,cust228,47.71,USD,29/08/2025,p418
t1689,cust350,19.86,USD,27/08/2025,p871
t1690,cust430,336.61,USD,15/09/2025,p752
t1691,cust236,393.38,USD,21/09/2025,p511
t1693,cust278,464.59,USD,14/08/2025,p708
t1694,cust008,461.73,USD,17/08/2025,p701
t1695,cust427,288.67,USD,08/08/2025,p535
t1696,cust135,356.78,USD,20/08/2025,p846
t1697,cust129,242.88,USD,21/08/2025,p892
t1698,cust193,19.62,USD,17/08/2025,p606
t1699,cust076,210.28,USD,13/09/2025,p876
t1700,cust449,188.3,USD,02/09/2025,p623
t1701,cust375,470.0,USD,04/08/2025,p690
t1703,cust293,109.35,USD,31/08/2025,p523
t1705,cust148,268.07,USD,11/09/2025,p826
t1706,cust129,370.31,USD,23/09/2025,p742
t1707,cust416,260.57,USD,03/09/2025,p542
t1708,cust095,3.99,USD,24/09/2025,p377
t1709,cust429,70.52,USD,16/08/2025,p521
t1710,cust493,31.08,USD,21/08/2025,p230
t1712,cust376,290.96,USD,09/09/2025,p300
t1713,cust083,309.02,USD,03/08/2025,p564
t1714,cust073,111.95,USD,06/09/2025,p402
t1715,cust065,305.21,USD,16/08/2025,p864
t1716,cust066,73.56,USD,20/09/2025,p214
t1717,cust160,306.71,USD,11/09/2025,p588
t1718,cust337,228.39,USD,16/09/2025,p321
t1719,cust381,347.28,USD,21/08/2025,p580
t1720,cust035,6.62,USD,02/08/2025,p216
t1721,cust238,216.38,USD,05/08/2025,p439
t1722,cust331,435.87,USD,08/09/2025,p756
t1723,cust108,260.2,USD,14/09/2025,p613
t1725,cust173,153.54,USD,21/09/2025,p505
t1726,cust378,29.3,USD,19/08/2025,p743
t1727,cust062,272.91,USD,16/09/2025,p584
t1728,cust009,55.61,USD,11/08/2025,p864
t1729,cust346,112.03,USD,04/09/2025,p631
t1730,cust378,455.56,USD,28/08/2025,p496
t1731,cust131,145.8,USD,19/08/2025,p678
t1732,cust479,350.65,USD,01/09/2025,p797
t1733,cust400,203.76,USD,24/08/2025,p159
t1734,cust203,396.62,USD,16/08/2025,p657
t1735,cust284,229.56,USD,11/09/2025,p828
t1736,cust445,105.04,USD,23/08/2025,p892
t1737,cust031,208.95,USD,17/09/2025,p394
t1738,cust463,380.71,USD,19/08/2025,p803
t1739,cust318,103.51,USD,16/09/2025,p339
t1740,cust092,332.46,USD,14/08/2025,p450
t1741,cust305,37.2,USD,09/09/2025,p576
t1742,cust232,187.98,USD,24/08/2025,p656
t1743,cust034,417.15,USD,08/09/2025,p266
t1744,cust056,478.11,USD,22/08/2025,p895
t1745,cust196,48.06,USD,09/08/2025,p876
t1746,cust099,235.6,USD,20/08/2025,p734
t1747,cust010,306.54,USD,20/08/2025,p371
t1748,cust375,858.02,USD,14/09/2025,p158
t1749,cust452,284.88,USD,12/08/2025,p349
t1750,cust173,164.35,USD,22/08/2025,p380
t1751,cust297,237.56,USD,14/09/2025,p563
t1752,cust140,195.45,USD,18/08/2025,p432
t1753,cust219,24.71,USD,04/09/2025,p127
t1755,cust497,33.74,USD,14/08/2025,p774
t1756,cust174,319.14,USD,06/08/2025,p451
t1757,cust297,465.97,USD,08/08/2025,p170
t1758,cust215,452.98,USD,12/08/2025,p128
t1759,cust194,489.64,USD,06/09/2025,p520
t1760,cust095,461.1,USD,21/09/2025,p280
t1761,cust448,392.95,USD,02/09/2025,p375
t1762,cust266,18.18,USD,14/09/2025,p149
t1764,cust300,450.73,USD,22/09/2025,p254
t1765,cust424,52.56,USD,07/08/2025,p816
t1766,cust387,393.06,USD,21/09/2025,p763
t1767,cust088,326.99,USD,10/09/2025,p858
t1768,cust092,73.41,USD,28/08/2025,p328
t1769,cust389,117.44,USD,05/09/2025,p570
t1770,cust176,498.4,USD,27/08/2025,p175
t1771,cust139,378.78,USD,21/09/2025,p124
t1772,cust005,229.51,USD,23/08/2025,p583
t1775,cust237,28.68,USD,16/09/2025,p562
t1776,cust265,406.3,USD,26/08/2025,p641
t1778,cust263,161.52,USD,22/09/2025,p247
t1779,cust244,277.4,USD,09/08/2025,p887
t1780,cust416,157.57,USD,24/09/2025,p650
t1781,cust363,69.68,USD,27/08/2025,p316
t1782,cust327,91.02,USD,13/08/2025,p308
t1783,cust338,373.73,USD,25/08/2025,p294
t1784,cust350,44.17,USD,14/09/2025,p343
t1785,cust034,448.92,USD,11/08/2025,p875
t1786,cust411,192.03,USD,25/08/2025,p586
t1787,cust263,174.78,USD,04/08/2025,p325
t1788,cust009,129.2,USD,04/09/2025,p544
t1789,cust338,14.57,USD,12/08/2025,p516
t1790,cust185,10.03,USD,13/08/2025,p731
t1791,cust329,186.99,USD,20/09/2025,p665
t1792,cust011,146.19,USD,01/09/2025,p327
t1793,cust108,164.04,USD,12/09/2025,p138
t1795,cust184,235.4,USD,19/09/2025,p663
t1796,cust242,405.32,USD,18/09/2025,p790
t1797,cust194,96.51,USD,04/09/2025,p319
t1798,cust411,266.62,USD,24/08/2025,p645
t1799,cust162,193.04,USD,10/09/2025,p697
t1800,cust073,344.59,USD,16/09/2025,p145
t1801,cust202,371.98,USD,19/08/2025,p289
t1802,cust249,422.62,USD,09/08/2025,p598
t1803,cust290,311.55,USD,08/09/2025,p810
t1804,cust492,456.88,USD,27/08/2025,p701
t1805,cust153,325.08,USD,16/08/2025,p399
t1806,cust153,38.61,USD,06/08/2025,p611
t1807,cust013,397.2,USD,21/08/2025,p765
t1808,cust429,453.18,USD,04/08/2025,p384
t1809,cust125,275.85,USD,01/08/2025,p465
t1810,cust194,319.07,USD,12/08/2025,p145
t1811,cust169,303.35,USD,29/08/2025,p444
t1812,cust466,467.71,USD,07/09/2025,p480
t1813,cust413,24.58,USD,25/08/2025,p183
t1814,cust367,266.05,USD,09/08/2025,p781
t1815,cust428,390.2,USD,17/09/2025,p359
t1816,cust486,449.68,USD,22/09/2025,p624
t1818,cust091,261.77,USD,04/09/2025,p718
t1819,cust135,55.95,USD,10/09/2025,p665
t1820,cust009,38.93,USD,17/09/2025,p764
t1821,cust428,29.99,USD,10/09/2025,p141
t1822,cust460,373.65,USD,23/08/2025,p828
t1823,cust165,68.82,USD,03/08/2025,p582
t1824,cust020,414.16,USD,21/08/2025,p157
t1825,cust002,13.13,USD,11/09/2025,p639
t1826,cust127,118.16,USD,23/09/2025,p633
t1827,cust337,491.35,USD,23/08/2025,p788
t1828,cust256,270.57,USD,17/08/2025,p731
t1829,cust213,224.61,USD,02/09/2025,p284
t1830,cust043,160.89,USD,16/09/2025,p507
t1831,cust129,78.63,USD,15/08/2025,p792
t1833,cust074,288.31,USD,31/08/2025,p391
t1835,cust462,123.21,USD,12/08/2025,p402
t1836,cust406,369.31,USD,14/09/2025,p782
t1837,cust315,366.33,USD,22/09/2025,p242
t1838,cust444,380.73,USD,21/08/2025,p302
t1839,cust031,322.0,USD,20/08/2025,p400
t1840,cust211,67.49,USD,23/08/2025,p440
t1841,cust481,482.52,USD,24/08/2025,p199
t1842,cust447,58.38,USD,08/08/2025,p655
t1843,cust304,242.69,USD,20/09/2025,p168
t1844,cust272,112.83,USD,17/09/2025,p559
t1845,cust259,418.01,USD,22/09/2025,p225
t1846,cust040,790.46,USD,09/09/2025,p681
t1847,cust026,228.11,USD,13/09/2025,p678
t1848,cust144,296.5,USD,16/09/2025,p712
t1849,cust275,478.56,USD,12/08/2025,p655
t1850,cust293,120.26,USD,05/08/2025,p294
t1851,cust451,265.84,USD,13/09/2025,p589
t1852,cust281,39.86,USD,13/09/2025,p141
t1853,cust415,123.44,USD,22/08/2025,p276
t1854,cust259,56.94,USD,23/08/2025,p739
t1855,cust168,217.06,USD,21/08/2025,p680
t1856,cust323,219.56,USD,19/08/2025,p494
t1857,cust423,88.39,USD,20/09/2025,p791
t1858,cust087,334.45,USD,24/08/2025,p107
t1859,cust142,333.83,USD,19/08/2025,p311
t1860,cust084,493.89,USD,15/09/2025,p130
t1862,cust123,147.43,USD,09/08/2025,p889
t1863,cust490,1392.4,USD,19/08/2025,p585
t1864,cust287,16.23,USD,15/09/2025,p730
t1865,cust101,377.59,USD,29/08/2025,p437
t1866,cust112,309.04,USD,31/08/2025,p574
t1867,cust027,239.25,USD,06/09/2025,p541
t1868,cust092,190.57,USD,23/09/2025,p638
t1869,cust246,52.67,USD,01/09/2025,p671
t1870,cust391,155.44,USD,06/08/2025,p735
t1873,cust461,176.24,USD,07/09/2025,p593
t1874,cust019,302.83,USD,05/09/2025,p433
t1875,cust178,50.49,USD,17/09/2025,p125
t1876,cust079,30.54,USD,10/08/2025,p655
t1877,cust037,480.03,USD,13/08/2025,p724
t1878,cust249,236.11,USD,10/08/2025,p237
t1879,cust177,275.88,USD,06/09/2025,p331
t1880,cust218,106.06,USD,16/08/2025,p641
t1881,cust222,24.65,USD,13/09/2025,p352
t1882,cust220,139.44,USD,18/09/2025,p238
t1883,cust110,471.89,USD,07/08/2025,p760
t1884,cust465,449.14,USD,05/09/2025,p313
t1886,cust092,625.27,USD,10/09/2025,p190
t1887,cust361,92.49,USD,22/08/2025,p617
t1888,cust368,368.78,USD,13/08/2025,p347
t1889,cust354,283.17,USD,03/09/2025,p429
t1891,cust253,70.38,USD,23/09/2025,p362
t1892,cust271,482.57,USD,02/08/2025,p632
t1893,cust456,248.49,USD,12/08/2025,p601
t1894,cust063,177.42,USD,04/08/2025,p526
t1895,cust409,365.34,USD,10/08/2025,p206
t1896,cust118,457.72,USD,03/09/2025,p405
t1897,cust048,42.11,USD,05/08/2025,p813
t1898,cust310,52.38,USD,20/08/2025,p737
t1899,cust368,423.19,USD,12/09/2025,p329
t1900,cust121,365.33,USD,02/09/2025,p522
t1901,cust490,354.91,USD,02/08/2025,p655
t1902,cust499,140.6,USD,18/08/2025,p355
t1904,cust336,424.55,USD,09/09/2025,p822
t1905,cust310,431.94,USD,19/09/2025,p730
t1906,cust328,56.99,USD,20/09/2025,p578
t1907,cust317,242.38,USD,28/08/2025,p185
t1908,cust373,128.63,USD,16/08/2025,p524
t1909,cust033,330.53,USD,07/08/2025,p771
t1910,cust081,436.23,USD,07/09/2025,p654
t1911,cust303,287.66,USD,29/08/2025,p254
t1912,cust136,137.45,USD,11/08/2025,p221
t1913,cust132,98.5,USD,09/08/2025,p752
t1914,cust049,403.28,USD,09/08/2025,p355
t1915,cust170,320.78,USD,05/09/2025,p752
t1917,cust486,194.1,USD,03/08/2025,p847
t1918,cust246,469.67,USD,13/09/2025,p715
t1919,cust133,478.15,USD,05/08/2025,p839
t1920,cust198,481.96,USD,29/08/2025,p825
t1922,cust199,2.58,USD,01/09/2025,p273
t1924,cust194,326.08,USD,03/09/2025,p719
t1925,cust027,289.11,USD,13/09/2025,p332
t1926,cust489,96.64,USD,12/09/2025,p315
t1927,cust486,480.92,USD,14/08/2025,p431
t1928,cust005,204.39,USD,18/08/2025,p534
t1929,cust033,29.7,USD,19/08/2025,p651
t1930,cust281,120.81,USD,17/09/2025,p142
t1931,cust028,209.44,USD,01/08/2025,p671
t1932,cust366,20.15,USD,23/09/2025,p421
t1933,cust255,405.33,USD,21/08/2025,p766
t1934,cust420,79.99,USD,09/08/2025,p498
t1935,cust298,386.51,USD,21/08/2025,p340
t1936,cust489,495.66,USD,20/09/2025,p795
t1937,cust243,300.38,USD,11/08/2025,p717
t1938,cust438,288.88,USD,25/08/2025,p564
t1939,cust204,196.01,USD,21/08/2025,p239
t1940,cust468,167.72,USD,01/09/2025,p612
t1941,cust066,168.62,USD,27/08/2025,p438
t1942,cust365,396.8,USD,04/09/2025,p550
t1943,cust147,453.3,USD,09/08/2025,p513
t1944,cust113,403.4,USD,30/08/2025,p451
t1945,cust123,214.84,USD,05/08/2025,p889
t1946,cust413,464.61,USD,14/09/2025,p561
t1947,cust465,310.47,USD,25/08/2025,p220
t1948,cust444,117.17,USD,20/09/2025,p183
t1949,cust381,389.6,USD,03/08/2025,p224
t1950,cust348,985.64,USD,20/08/2025,p487
t1951,cust414,125.34,USD,08/08/2025,p320
t1953,cust161,400.96,USD,21/08/2025,p616
t1954,cust001,18.68,USD,02/09/2025,p221
t1955,cust110,274.93,USD,17/09/2025,p171
t1956,cust347,27.7,USD,05/09/2025,p370
t1957,cust237,100.96,USD,09/08/2025,p560
t1958,cust174,137.9,USD,01/08/2025,p119
t1959,cust002,97.29,USD,28/08/2025,p635
t1961,cust090,414.75,USD,22/08/2025,p725
